job_title,job_category,experience_level,salary,salary_currency,salary_in_usd,company_location,employee_residence,work_setting,employment_type,company_size,work_year
Data Scientist,Data Science and Research,Senior,150500,USD,150500,Canada,Canada,In-person,Full-time,M,2024
Machine Learning Engineer,Machine Learning and AI,Intermediate,150450,USD,150450,United States,United States,Remote,Full-time,M,2023
Data Analytics Manager,Leadership and Management,Senior,150260,USD,150260,United States,United States,Remote,Full-time,M,2022
Data Scientist,Data Science and Research,Senior,150200,USD,150200,United States,United States,In-person,Full-time,M,2023
Data Scientist,Data Science and Research,Senior,150120,USD,150120,United States,United States,Remote,Full-time,M,2023
Data Analyst,Data Analysis,Senior,150075,USD,150075,United States,United States,Remote,Full-time,M,2022
Data Scientist,Data Science and Research,Senior,150000,USD,150000,United States,United States,In-person,Full-time,M,2024
AI Engineer,Machine Learning and AI,Expert,150000,USD,150000,United States,United States,In-person,Full-time,M,2024
ML Engineer,Machine Learning and AI,Intermediate,150000,USD,150000,United States,United States,Remote,Full-time,M,2024
Business Intelligence Analyst,Data Analysis,Intermediate,150000,USD,150000,United States,United States,In-person,Full-time,M,2024
Data Manager,Leadership and Management,Intermediate,150000,USD,150000,Canada,Canada,In-person,Full-time,M,2024
Data Architect,Data Architecture and Modeling,Senior,150000,USD,150000,United States,United States,In-person,Full-time,M,2024
Data Architect,Data Architecture and Modeling,Senior,150000,USD,150000,United States,United States,Remote,Full-time,M,2024
Machine Learning Engineer,Machine Learning and AI,Intermediate,150000,USD,150000,United States,United States,In-person,Full-time,M,2024
Data Science Analyst,Data Science and Research,Junior,150000,USD,150000,United States,United States,In-person,Full-time,M,2024
Data Engineer,Data Engineering,Senior,150000,USD,150000,United States,United States,In-person,Full-time,M,2024
Data Engineer,Data Engineering,Intermediate,150000,USD,150000,United States,United States,Remote,Full-time,M,2024
Data Analyst,Data Analysis,Intermediate,150000,USD,150000,United States,United States,In-person,Full-time,M,2024
Data Analyst,Data Analysis,Intermediate,150000,USD,150000,United States,United States,Remote,Full-time,M,2024
AI Research Scientist,Data Science and Research,Senior,150000,USD,150000,Saudi Arabia,Saudi Arabia,Hybrid,Full-time,M,2024
Data Engineer,Data Engineering,Intermediate,150000,USD,150000,United States,United States,In-person,Full-time,M,2024
Data Scientist,Data Science and Research,Intermediate,150000,USD,150000,United States,United States,Remote,Full-time,M,2024
Data Science,Data Science and Research,Senior,150000,USD,150000,United States,United States,Remote,Full-time,M,2024
